x_m,y_m,w_tr_right_m,w_tr_left_m
5.418083504256237859e+01,4.778231470745224669e+02,8.572105289008066009e+00,8.572105289008097984e+00
5.226797534370568599e+01,4.679999555407698608e+02,8.119164666124445873e+00,8.119164666124445873e+00
5.115373411980282015e+01,4.580471808501274609e+02,7.759490011013104649e+00,7.759490011013104649e+00
5.076053157045949860e+01,4.480417875398477463e+02,7.391227132469095906e+00,7.391227132469095906e+00
5.117633514995557675e+01,4.380336463538817497e+02,7.133031112870725110e+00,7.133031112870703794e+00
5.243438844508267493e+01,4.280981233924407547e+02,6.779544357877518301e+00,6.779544357877512084e+00
5.446702564019841475e+01,4.182885638306190117e+02,6.547067099863991047e+00,6.547067099863997264e+00
5.730843294001312671e+01,4.086818889113295654e+02,6.406946256098989601e+00,6.406946256099015358e+00
6.091058690037684187e+01,3.993321114064739277e+02,6.396454771556657093e+00,6.396454771556689067e+00
6.526021516747134399e+01,3.903057211051788045e+02,6.393666556650285493e+00,6.393666556650278388e+00
7.027331041984116666e+01,3.816312290804648910e+02,6.465933478133270462e+00,6.465933478133242041e+00
7.603013453200185268e+01,3.734326251521803215e+02,6.632147546908117697e+00,6.632147546908139013e+00
8.242730699408848238e+01,3.657245122285885373e+02,6.908205936497829214e+00,6.908205936497808786e+00
8.941964533282978778e+01,3.585527664052307273e+02,7.195147425478264580e+00,7.195147425478285008e+00
9.696938102813743399e+01,3.519711290083554331e+02,7.525175836175302280e+00,7.525175836175296951e+00
1.050328876453513800e+02,3.460343449604646366e+02,7.834175335250685990e+00,7.834175335250664673e+00
