x_m,y_m,w_tr_right_m,w_tr_left_m
1.366557271217352536e+02,2.253133450037629615e+01,7.755863340235739756e+00,7.755863340235727321e+00
1.347963638892010181e+02,2.225964925813450890e+01,7.731421753156590526e+00,7.731421753156576315e+00
1.329360818134270801e+02,2.199413713934701065e+01,7.712563552551268131e+00,7.712563552551264578e+00
1.310752050486253779e+02,2.173278193282433790e+01,7.697431238504044870e+00,7.697431238504051976e+00
1.292140876307118731e+02,2.147315252688205689e+01,7.684536381020677709e+00,7.684536381020675933e+00
1.273531692398092048e+02,2.121211697204018520e+01,7.673001364390616530e+00,7.673001364390611201e+00
1.254929069248433109e+02,2.094645706718313960e+01,7.662025319284540004e+00,7.662025319284538227e+00
1.236337740962550384e+02,2.067300449930435136e+01,7.650750830364998478e+00,7.650750830364998478e+00
1.217760327571986920e+02,2.039023531791642796e+01,7.638284233052052841e+00,7.638284233052052841e+00
1.199192176763814075e+02,2.010143618205028559e+01,7.625691022022687449e+00,7.625691022022691001e+00
1.180626617873056148e+02,1.981098848284869618e+01,7.614801432271207204e+00,7.614801432271214310e+00
1.162056954339679464e+02,1.952325233274280336e+01,7.607476845875613236e+00,7.607476845875606131e+00
1.143476912342335083e+02,1.924251932673389121e+01,7.605495172949803262e+00,7.605495172949792604e+00
1.124884836870421054e+02,1.897014272141836244e+01,7.607974030059253323e+00,7.607974030059260429e+00
1.106284075302773573e+02,1.870380823755475319e+01,7.611185114654542616e+00,7.611185114654544392e+00
1.087679499122802156e+02,1.843997937902418016e+01,7.612167743670514852e+00,7.612167743670513076e+00
1.069076348088774608e+02,1.817486802381157673e+01,7.608156876392044410e+00,7.608156876392042633e+00
1.050480053759297903e+02,1.790480498132234999e+01,7.596430890249186163e+00,7.596430890249186163e+00
1.031892383339828427e+02,1.762894541530592818e+01,7.576854880867188058e+00,7.576854880867179176e+00
1.013309415487373712e+02,1.735010791014257947e+01,7.552673989429665724e+00,7.552673989429665724e+00
9.947265094377756611e+01,1.707129026163513430e+01,7.527336625620023369e+00,7.527336625620023369e+00
9.761389902946081065e+01,1.679545800185976390e+01,7.504299016958992041e+00,7.504299016958981383e+00
9.575452255438575833e+01,1.652372075659379647e+01,7.485292804681520806e+00,7.485292804681522583e+00
9.389479281578559267e+01,1.625434477880601492e+01,7.469426844722019787e+00,7.469426844722021563e+00
9.203499107400955381e+01,1.598544645142979093e+01,7.455662558084917180e+00,7.455662558084910074e+00
9.017513511357451250e+01,1.571692080569488326e+01,7.443510437808714464e+00,7.443510437808714464e+00
8.831487852691411433e+01,1.545118725356810785e+01,7.431311422770528807e+00,7.431311422770530584e+00
8.645383463733909934e+01,1.519103860495646074e+01,7.417065057369643277e+00,7.417065057369652159e+00
8.459164403191377346e+01,1.493931233490098620e+01,7.398763977454835050e+00,7.398763977454841267e+00
8.272827793468164259e+01,1.469658054017647508e+01,7.376457264755418741e+00,7.376457264755418741e+00
8.086428886771139446e+01,1.445867991341908798e+01,7.353968187697225822e+00,7.353968187697226710e+00
7.900042398019706980e+01,1.421969025538786546e+01,7.334510315995122376e+00,7.334510315995122376e+00
7.713747931564594751e+01,1.397353505516103667e+01,7.320988044078227119e+00,7.320988044078232448e+00
7.527591649704081078e+01,1.371717354759626062e+01,7.313504477011279370e+00,7.313504477011286475e+00
7.341567252726410686e+01,1.345146003614507535e+01,7.308572871567738716e+00,7.308572871567739604e+00
7.155661135066091560e+01,1.317755352808868707e+01,7.302347842869755468e+00,7.302347842869748362e+00
6.969853553808952995e+01,1.289698323795378165e+01,7.291415976557343193e+00,7.291415976557342304e+00
6.784059782264698413e+01,1.261550690600502023e+01,7.277627001523408801e+00,7.277627001523407912e+00
6.598171420934042430e+01,1.234035634000546722e+01,7.267495669240949141e+00,7.267495669240956246e+00
6.412120951448140715e+01,1.207659315754498763e+01,7.265954617792666603e+00,7.265954617792671044e+00
6.225971685221158225e+01,1.182012768635865285e+01,7.269305769575500342e+00,7.269305769575498566e+00
6.039816039270235137e+01,1.156403081160997459e+01,7.271196832443781233e+00,7.271196832443780345e+00
5.853733437687984775e+01,1.130240211501146241e+01,7.266188512016946710e+00,7.266188512016945822e+00
5.667713536736729907e+01,1.103626646449778548e+01,7.255368479602422482e+00,7.255368479602428700e+00
5.481699853210108841e+01,1.076970278628998301e+01,7.242755250309313553e+00,7.242755250309313553e+00
5.295635276415379167e+01,1.050671234164023105e+01,7.232313590424713112e+00,7.232313590424714889e+00
5.109499999115441682e+01,1.024880026586602355e+01,7.225649847252043401e+00,7.225649847252043401e+00
4.923324295510160198e+01,9.993857033578422033e+00,7.220922844599261481e+00,7.220922844599258816e+00
4.737138945721437722e+01,9.739614301115732786e+00,7.216131834715293181e+00,7.216131834715298510e+00
4.550957336264141873e+01,9.485076606982865144e+00,7.210492394856164111e+00,7.210492394856165888e+00
4.364780233544630050e+01,9.230194208896421060e+00,7.204113783208323518e+00,7.204113783208324406e+00
4.178608159690507762e+01,8.974934372305751751e+00,7.197122973920388134e+00,7.197122973920391686e+00
3.992441542625269335e+01,8.719270196043176213e+00,7.189655868253057136e+00,7.189655868253055360e+00
3.806280859194503563e+01,8.463170215711967259e+00,7.181842599657429993e+00,7.181842599657429993e+00
3.620126557650952748e+01,8.206604418619331653e+00,7.173816751344721965e+00,7.173816751344723741e+00
3.433979058089543912e+01,7.949544407881914410e+00,7.165712793800194547e+00,7.165712793800191882e+00
3.247838839249881460e+01,7.691957349870012450e+00,7.157663827827668968e+00,7.157663827827671632e+00
3.061706091291911491e+01,7.433831210215451790e+00,7.149787767072347755e+00,7.149787767072345979e+00
2.875580159597272711e+01,7.175214261371958280e+00,7.142088244011384646e+00,7.142088244011384646e+00
2.689460286003801315e+01,6.916161707624699950e+00,7.134523317610066862e+00,7.134523317610067750e+00
2.503345669244179561e+01,6.656731550857818647e+00,7.127049236355095907e+00,7.127049236355097683e+00
2.317235549870022027e+01,6.396978554000170014e+00,7.119621086056809212e+00,7.119621086056810100e+00
2.131129138716815419e+01,6.136959454789341351e+00,7.112196165549057980e+00,7.112196165549059756e+00
1.945025651038389469e+01,5.876730554557465069e+00,7.104729636508973378e+00,7.104729636508974266e+00
1.758924314340831074e+01,5.616347232335758832e+00,7.097176743316314429e+00,7.097176743316313541e+00
1.572824328451073939e+01,5.355866859660886270e+00,7.089493443686270879e+00,7.089493443686269991e+00
1.386724930826156488e+01,5.095344188454616230e+00,7.081634486925540983e+00,7.081634486925540095e+00
1.200625328314069762e+01,4.834836290512276591e+00,7.073555182139698694e+00,7.073555182139699582e+00
1.014524737897813544e+01,4.574399706317073822e+00,7.065210199921883039e+00,7.065210199921883927e+00
8.284224078320093554e+00,4.314088993031753638e+00,7.056554473059952315e+00,7.056554473059952315e+00
6.423175837695225709e+00,4.053959228349376609e+00,7.047539024812611963e+00,7.047539024812611075e+00
4.562098117876612235e+00,3.794044522633014616e+00,7.038097498138554897e+00,7.038097498138555785e+00
2.700997135787940095e+00,3.534301656616588350e+00,7.028229470204158780e+00,7.028229470204158780e+00
8.399685204598209554e-01,3.274040133162187338e+00,7.018571638729776296e+00,7.018571638729776296e+00
-1.020843023990159359e+00,3.012223414817804645e+00,7.010100383876991081e+00,7.010100383876991081e+00
-2.881289455366953689e+00,2.747821947650607832e+00,7.003796242892462054e+00,7.003796242892462054e+00
-4.741217610494600443e+00,2.479823760885436101e+00,7.000666417940150765e+00,7.000666417940150765e+00
-6.600663017509972974e+00,2.208546229380385917e+00,7.000548336423016771e+00,7.000548336423017659e+00
-8.459970620835854049e+00,1.936342353702011465e+00,7.001286412530922654e+00,7.001286412530921766e+00
-1.031952361598639811e+01,1.665783707773064837e+00,7.000497611092851180e+00,7.000497611092850292e+00
-1.217969003543508322e+01,1.399429584607110755e+00,6.995808199956948137e+00,6.995808199956948137e+00
-1.404073587066281803e+01,1.139327709386177112e+00,6.985354151247128662e+00,6.985354151247129550e+00
-1.590240340515869022e+01,8.838076473354998797e-01,6.970956258239362491e+00,6.970956258239363379e+00
-1.776425059399483786e+01,6.296211348019942200e-01,6.955992263193735425e+00,6.955992263193734537e+00
-1.962584514864254359e+01,3.735124044069508820e-01,6.943860740849446600e+00,6.943860740849446600e+00
-2.148672226055288803e+01,1.121743106006349855e-01,6.937900042752683127e+00,6.937900042752681351e+00
-2.334650975042409726e+01,-1.566983437499893661e-01,6.940223618577465281e+00,6.940223618577466169e+00
-2.520560346854114186e+01,-4.301553693113708832e-01,6.947673993085985877e+00,6.947673993085984989e+00
-2.706470712364227538e+01,-7.035405082464922799e-01,6.955360600690436712e+00,6.955360600690436712e+00
-2.892440478134930260e+01,-9.730094162911933076e-01,6.959192039179021627e+00,6.959192039179020739e+00
-3.078483383306057419e+01,-1.237503249517085013e+00,6.957862112083282646e+00,6.957862112083280870e+00
-3.264601122377017361e+01,-1.496690753258266060e+00,6.950794406264983571e+00,6.950794406264983571e+00
-3.450789767878407588e+01,-1.750610984822806415e+00,6.937777903330927032e+00,6.937777903330925255e+00
-3.637003126498619565e+01,-2.002603552126288822e+00,6.921898839276832582e+00,6.921898839276830806e+00
-3.823175998232592576e+01,-2.257631817615034731e+00,6.907854713046847728e+00,6.907854713046845951e+00
-4.009242257567163392e+01,-2.520462746917319752e+00,6.900205587812510366e+00,6.900205587812512142e+00
-4.195188053076745405e+01,-2.791693781294535714e+00,6.899907176077133997e+00,6.899907176077133997e+00
-4.381060669100889982e+01,-3.067808957463253883e+00,6.904262935865219220e+00,6.904262935865217443e+00
-4.566914038930702446e+01,-3.345164993814844667e+00,6.910450709904019995e+00,6.910450709904019995e+00
-4.752803655606911093e+01,-3.620114978259742600e+00,6.915634928576080753e+00,6.915634928576080753e+00
-4.938765784284524329e+01,-3.890190123734759808e+00,6.918164839773700336e+00,6.918164839773697672e+00
-5.124799365652783933e+01,-4.155338022532549580e+00,6.918736779233763734e+00,6.918736779233762846e+00
-5.310891441396244517e+01,-4.416369089810611825e+00,6.917876937053141440e+00,6.917876937053142328e+00
-5.497024124243348808e+01,-4.674499686058470438e+00,6.915671886864107165e+00,6.915671886864109830e+00
-5.683180136350869560e+01,-4.930945022081585805e+00,6.912204637964280529e+00,6.912204637964281417e+00
-5.869342249556659397e+01,-5.186942289214897528e+00,6.907570755136934082e+00,6.907570755136934082e+00
-6.055493570324635755e+01,-5.443712157525574469e+00,6.901860867451587112e+00,6.901860867451585335e+00
-6.241616826001801144e+01,-5.702492319717930691e+00,6.895160418810146297e+00,6.895160418810146297e+00
-6.427696084830697032e+01,-5.964395599954389837e+00,6.887465057114037670e+00,6.887465057114034117e+00
-6.613722187218792214e+01,-6.230007640866992880e+00,6.878227860687214701e+00,6.878227860687216477e+00
-6.799693603936077579e+01,-6.499360933333533374e+00,6.867083424438960471e+00,6.867083424438960471e+00
-6.985659936642312573e+01,-6.769096072897711203e+00,6.857087418849562077e+00,6.857087418849558524e+00
-7.171697198612002921e+01,-7.033990996227421633e+00,6.853186359443409259e+00,6.853186359443409259e+00
-7.357852143535808409e+01,-7.290382285677211804e+00,6.858737227435518946e+00,6.858737227435517170e+00
-7.544064620308658675e+01,-7.542388302878509698e+00,6.869261273961343228e+00,6.869261273961343228e+00
-7.730247831592339480e+01,-7.796635317038996149e+00,6.877762437004872886e+00,6.877762437004872886e+00
-7.916328280024663400e+01,-8.058475710684481541e+00,6.878512813496991285e+00,6.878512813496993950e+00
-8.102322555348442279e+01,-8.326355139052417087e+00,6.872740905215937168e+00,6.872740905215934504e+00
-8.288287497892858369e+01,-8.596205165482102117e+00,6.864250258965495455e+00,6.864250258965493678e+00
-8.474282225743213814e+01,-8.864016090177281981e+00,6.856831498470301156e+00,6.856831498470301156e+00
-8.660364737474247931e+01,-9.125718795997256549e+00,6.854328294217092221e+00,6.854328294217094886e+00
-8.846584420470989585e+01,-9.377358065710614810e+00,6.860455983151624082e+00,6.860455983151626747e+00
-9.032912162399156841e+01,-9.620619912178792532e+00,6.873276870980420838e+00,6.873276870980418174e+00
-9.219200537007449725e+01,-9.867059576382787967e+00,6.881687053229599726e+00,6.881687053229599726e+00
-9.405276840456501475e+01,-1.012900878581533881e+01,6.874670124815825289e+00,6.874670124815824401e+00
-9.591107499480493459e+01,-1.040717909333779367e+01,6.852947944867382013e+00,6.852947944867382013e+00
-9.776882684670397339e+01,-1.068899362881504445e+01,6.830733065805593363e+00,6.830733065805591586e+00
-9.962768455471945117e+01,-1.096409104927848688e+01,6.819878935080188498e+00,6.819878935080188498e+00
-1.014869637680719450e+02,-1.123653810353724225e+01,6.815376970484901875e+00,6.815376970484904540e+00
-1.033454237133122859e+02,-1.151436385647668814e+01,6.806093760744958310e+00,6.806093760744960086e+00
-1.052032627265167264e+02,-1.179602842951326558e+01,6.790476454197925449e+00,6.790476454197925449e+00
-1.070620915857677744e+02,-1.207116168791898403e+01,6.776716899830292462e+00,6.776716899830294238e+00
-1.089230145234199369e+02,-1.233210075957665275e+01,6.773048655210220481e+00,6.773048655210222257e+00
-1.107852292724801089e+02,-1.258373741892328468e+01,6.775704632201333233e+00,6.775704632201335009e+00
-1.126472977389098276e+02,-1.283644563017974249e+01,6.775372350000734123e+00,6.775372350000733235e+00
-1.145079834229389490e+02,-1.309884754074614222e+01,6.764518792323069185e+00,6.764518792323070073e+00
-1.163673961635393823e+02,-1.336965300131735823e+01,6.745615112992631168e+00,6.745615112992629392e+00
-1.182262322497567766e+02,-1.364421124844648325e+01,6.724533500937353914e+00,6.724533500937353914e+00
-1.200852379598637043e+02,-1.391788324776699071e+01,6.707135255994708167e+00,6.707135255994709944e+00
-1.219449015295497816e+02,-1.418749079285012726e+01,6.697712971156885686e+00,6.697712971156887463e+00
-1.238050844985740184e+02,-1.445370779614087731e+01,6.695874431287336392e+00,6.695874431287334616e+00
-1.256655788521688635e+02,-1.471776064047470101e+01,6.700094341596793512e+00,6.700094341596792624e+00
-1.275261957329996676e+02,-1.498087665882452413e+01,6.708845146104843060e+00,6.708845146104842172e+00
-1.293867581601661527e+02,-1.524428978996317774e+01,6.720618860660265703e+00,6.720618860660265703e+00
-1.312470956918683100e+02,-1.550923529844008542e+01,6.733873970624429717e+00,6.733873970624426164e+00
-1.331070378112893593e+02,-1.577694998868120280e+01,6.747088525463065700e+00,6.747088525463067477e+00
-1.349664086761951580e+02,-1.604866446687154280e+01,6.758757310657116157e+00,6.758757310657116157e+00
-1.368251481294687153e+02,-1.632473366579689866e+01,6.768235529227459857e+00,6.768235529227462521e+00
-1.386834219923832450e+02,-1.660395152659183537e+01,6.776457700468192513e+00,6.776457700468190737e+00
-1.405415019236685907e+02,-1.688446990647582169e+01,6.784123375095842512e+00,6.784123375095844288e+00
-1.423997821780021127e+02,-1.716366825923159922e+01,6.791110727224943133e+00,6.791110727224940469e+00
-1.442586668537109915e+02,-1.743882088485127468e+01,6.797210760421298126e+00,6.797210760421302567e+00
-1.461184878023395015e+02,-1.770757886823159311e+01,6.801853455665350268e+00,6.801853455665353820e+00
-1.479790541758348184e+02,-1.797112999657421994e+01,6.803777510588520983e+00,6.803777510588520983e+00
-1.498396963603618701e+02,-1.823412229953429886e+01,6.803545573867692653e+00,6.803545573867689988e+00
-1.516997240768873496e+02,-1.850139693985549627e+01,6.802177419226282495e+00,6.802177419226284272e+00
-1.535591851279268667e+02,-1.877262328897007748e+01,6.805799867492438260e+00,6.805799867492437372e+00
-1.554193647965052207e+02,-1.903833635881346353e+01,6.825621620512859700e+00,6.825621620512857923e+00
-1.572821083345153852e+02,-1.928274812834563789e+01,6.867883790308296099e+00,6.867883790308295211e+00
-1.591477686476546864e+02,-1.950033082636836568e+01,6.926743490629577948e+00,6.926743490629579725e+00
-1.610151978829526342e+02,-1.970422245373355707e+01,6.977489515707389067e+00,6.977489515707385515e+00
-1.628832932341335322e+02,-1.990610715425111721e+01,7.005241440845945355e+00,7.005241440845948908e+00
-1.647508444230436453e+02,-2.011428681153085662e+01,7.016839161002004666e+00,7.016839161002004666e+00
-1.666166825455072171e+02,-2.033741389751235573e+01,7.021566993059851214e+00,7.021566993059847661e+00
-1.684796022011157390e+02,-2.058365364819307430e+01,7.028342735377136385e+00,7.028342735377138162e+00
-1.703391299047835901e+02,-2.085428715672052036e+01,7.040169434595911824e+00,7.040169434595910936e+00
-1.721964729967047276e+02,-2.113934362621186835e+01,7.058817855771242655e+00,7.058817855771246208e+00
-1.740535074281493166e+02,-2.142562618109177208e+01,7.088907435675634083e+00,7.088907435675633195e+00
-1.759117462320602385e+02,-2.170236291803279371e+01,7.132818523869461025e+00,7.132818523869463689e+00
-1.777710630279119925e+02,-2.197119423072927802e+01,7.180583913088161907e+00,7.180583913088161907e+00
-1.796306824627433514e+02,-2.223918781958247592e+01,7.219560945294165144e+00,7.219560945294161591e+00
-1.814899915155173744e+02,-2.251066711433983158e+01,7.245840719029903454e+00,7.245840719029906118e+00
-1.833503809196922703e+02,-2.277464100186761442e+01,7.271706948008137772e+00,7.271706948008139548e+00
-1.852128983723869737e+02,-2.302212890961093450e+01,7.307373426501359681e+00,7.307373426501356128e+00
-1.870745416360503839e+02,-2.327707717624331352e+01,7.330365037742418544e+00,7.330365037742416767e+00
-1.889291275620456645e+02,-2.357684774130097338e+01,7.305111570937786958e+00,7.305111570937792287e+00
-1.907716160547969366e+02,-2.393350003696525619e+01,7.221374046336340946e+00,7.221374046336343611e+00
-1.926133609401427407e+02,-2.429292792107007415e+01,7.133959423528873245e+00,7.133959423528878574e+00
-1.944661114147933745e+02,-2.460227141849640020e+01,7.096003948211559553e+00,7.096003948211563106e+00
-1.963266774977524847e+02,-2.486540090995236341e+01,7.104999258595779743e+00,7.104999258595777967e+00
-1.981901599850856144e+02,-2.510584141004841285e+01,7.138637223390173148e+00,7.138637223390175812e+00
-2.000534638975914845e+02,-2.534761545492326817e+01,7.172695166888505725e+00,7.172695166888503060e+00
-2.019136799418005239e+02,-2.561330300373577984e+01,7.184197166275550828e+00,7.184197166275550828e+00
-2.037712865343286524e+02,-2.589663572148145221e+01,7.178629533961194298e+00,7.178629533961190745e+00
-2.056305050529262530e+02,-2.616936027745612847e+01,7.182975047202829977e+00,7.182975047202827312e+00
-2.074923651499719597e+02,-2.642314886720736311e+01,7.204611891430134030e+00,7.204611891430134030e+00
-2.093548336061425914e+02,-2.667231206785724495e+01,7.228734867846173806e+00,7.228734867846173806e+00
-2.112158438431104628e+02,-2.693255692585240268e+01,7.239200408671975673e+00,7.239200408671975673e+00
-2.130734463763229769e+02,-2.721509136705669363e+01,7.224366041503816227e+00,7.224366041503816227e+00
-2.149301649840884068e+02,-2.750254150602896175e+01,7.200528304589377981e+00,7.200528304589381534e+00
-2.167907265476059706e+02,-2.776534318356904052e+01,7.195690282249519676e+00,7.195690282249523229e+00
-2.186561120503845643e+02,-2.799131036524047289e+01,7.221116408199239167e+00,7.221116408199242720e+00
-2.205231542438685324e+02,-2.820232137296845565e+01,7.256058035070272361e+00,7.256058035070265255e+00
-2.223890801841003793e+02,-2.842416155278883849e+01,7.276454531235403422e+00,7.276454531235399870e+00
-2.242520831878593981e+02,-2.866939076126423558e+01,7.271324525339267097e+00,7.271324525339263545e+00
-2.261141425116334176e+02,-2.892117791681188166e+01,7.258289397992587766e+00,7.258289397992584213e+00
-2.279762720596509666e+02,-2.917227809923602067e+01,7.245549859556527750e+00,7.245549859556527750e+00
-2.298267635890961174e+02,-2.948510587841198927e+01,7.174317383798038961e+00,7.174317383798038961e+00
-2.316685662988831496e+02,-2.983548198771918436e+01,7.067361646762615024e+00,7.067361646762615024e+00
-2.335289017671126999e+02,-3.009595587874776612e+01,7.042774260428710242e+00,7.042774260428714683e+00
-2.353931380080688314e+02,-3.033124746701457752e+01,7.035680219914955735e+00,7.035680219914951294e+00
-2.372568326091056861e+02,-3.056952970605163244e+01,7.015886971265896221e+00,7.015886971265896221e+00
-2.391259856942222655e+02,-3.076222021924435523e+01,7.026946251443732194e+00,7.026946251443724201e+00
-2.409979217194417629e+02,-3.092519542281691258e+01,7.055883075410680938e+00,7.055883075410689820e+00
-2.428691084451459972e+02,-3.109724289227380112e+01,7.074307912437443058e+00,7.074307912437443058e+00
-2.447365771250362627e+02,-3.130529991670087497e+01,7.067981243425918159e+00,7.067981243425927040e+00
-2.465965374888261863e+02,-3.157163590893379990e+01,7.075638362995053221e+00,7.075638362995055886e+00
-2.484360795501863493e+02,-3.194244930790245718e+01,7.164487462449666388e+00,7.164487462449666388e+00
-2.502271450966709381e+02,-3.245669168630226409e+01,7.385752445349164752e+00,7.385752445349174522e+00
-2.519468389078226096e+02,-3.311699748820315392e+01,7.715096172260921037e+00,7.715096172260922813e+00
-2.535801790923021031e+02,-3.392238610198721460e+01,8.109163900441970441e+00,8.109163900441966888e+00
-2.551058654223501208e+02,-3.488175790127047549e+01,8.538415003809468828e+00,8.538415003809465276e+00
-2.565032543829546512e+02,-3.598999181201909892e+01,8.988961154224011096e+00,8.988961154224012873e+00
-2.577792659124934289e+02,-3.721643770301757570e+01,9.447680299058399456e+00,9.447680299058399456e+00
-2.589276386857453645e+02,-3.854383173595301315e+01,9.911175738115053591e+00,9.911175738115050038e+00
-2.598775583793277519e+02,-3.997011883249088271e+01,1.039574223203102221e+01,1.039574223203102932e+01
-2.606106655533255889e+02,-4.146361459191030008e+01,1.089596503216894696e+01,1.089596503216893275e+01
-2.612445217530377022e+02,-4.300389003046482372e+01,1.139346136050832392e+01,1.139346136050833103e+01
-2.618885228770038225e+02,-4.459247601050994092e+01,1.186653599424927386e+01,1.186653599424928096e+01
-2.626295561314618681e+02,-4.621661475059052293e+01,1.226601199832493627e+01,1.226601199832495936e+01
-2.635240307785045388e+02,-4.783490054098768951e+01,1.252105359135506291e+01,1.252105359135504692e+01
-2.644934012138512003e+02,-4.943870023789732215e+01,1.264150965570324203e+01,1.264150965570323493e+01
-2.654404781900249191e+02,-5.106110697603381254e+01,1.268926621961161061e+01,1.268926621961162127e+01
-2.663064616114080536e+02,-5.272854555700708090e+01,1.271069928989382625e+01,1.271069928989382625e+01
-2.671004182372196283e+02,-5.443091914376785923e+01,1.270220519504701784e+01,1.270220519504703383e+01
-2.678587728162191297e+02,-5.614736686567110269e+01,1.266136804193810583e+01,1.266136804193811471e+01
-2.686171593775891324e+02,-5.786057321332127401e+01,1.259110675810643265e+01,1.259110675810645397e+01
-2.693811887865045946e+02,-5.957037799342835882e+01,1.251494138263786127e+01,1.251494138263784528e+01
-2.701345454150056185e+02,-6.128670568047766665e+01,1.245492318864572212e+01,1.245492318864573811e+01
-2.708557295433997751e+02,-6.301940723329134642e+01,1.242312381301262114e+01,1.242312381301261226e+01
-2.715487874990842556e+02,-6.476496109875226637e+01,1.241169232350442719e+01,1.241169232350440588e+01
-2.722292065030317190e+02,-6.651579107399153656e+01,1.240630204788848800e+01,1.240630204788846669e+01
-2.729125639054025214e+02,-6.826502671193770766e+01,1.239366312932259540e+01,1.239366312932262382e+01
-2.736134012203409043e+02,-7.000570428731174388e+01,1.236110767564222712e+01,1.236110767564222712e+01
-2.743312977950175195e+02,-7.173700205397210539e+01,1.230728393515517283e+01,1.230728393515515862e+01
-2.750574394874230393e+02,-7.346323272786312941e+01,1.224280003671650796e+01,1.224280003671653461e+01
-2.757840595169816424e+02,-7.518915741220351379e+01,1.217925023898480674e+01,1.217925023898481740e+01
-2.765049917818854510e+02,-7.691871093981647789e+01,1.212598244524137314e+01,1.212598244524136248e+01
-2.772162615595744910e+02,-7.865356411883624332e+01,1.208416168483119968e+01,1.208416168483119613e+01
-2.779124799309125819e+02,-8.039542526936973843e+01,1.205172852820871654e+01,1.205172852820872720e+01
-2.785896890786909808e+02,-8.214537268134817793e+01,1.202662960373588774e+01,1.202662960373587886e+01
-2.792517613243462620e+02,-8.390186689527371300e+01,1.201037809640537901e+01,1.201037809640536480e+01
-2.799066226712158141e+02,-8.566202412118477127e+01,1.200620814776035417e+01,1.200620814776037548e+01
-2.805602640063995636e+02,-8.742345353915263217e+01,1.201664542917141532e+01,1.201664542917142953e+01
-2.812069790742494888e+02,-8.918775385711644788e+01,1.203863456130632237e+01,1.203863456130631349e+01
-2.818365702912340680e+02,-9.095827226219438444e+01,1.206664335260721543e+01,1.206664335260720122e+01
-2.824441372631704326e+02,-9.273647124978558054e+01,1.209557908035172957e+01,1.209557908035173845e+01
-2.830369923596070976e+02,-9.451963717913157836e+01,1.212446347534645419e+01,1.212446347534646307e+01
-2.836249433867891412e+02,-9.630442857836020210e+01,1.215342716566170189e+01,1.215342716566169301e+01
-2.842165303980168005e+02,-9.808801670795250516e+01,1.218260622658092451e+01,1.218260622658093872e+01
-2.848129210147522485e+02,-9.987000304368731918e+01,1.221221646227317059e+01,1.221221646227318480e+01
-2.854126598400596322e+02,-1.016508614904816739e+02,1.224256931542194948e+01,1.224256931542194060e+01
-2.860143063642596530e+02,-1.034310681277777348e+02,1.227397789120806593e+01,1.227397789120805172e+01
-2.866165059581245487e+02,-1.052110728936301882e+02,1.230672238304274657e+01,1.230672238304274124e+01
-2.872189298544468556e+02,-1.069909857149210097e+02,1.234058298884996141e+01,1.234058298884996674e+01
-2.878219983623215512e+02,-1.087706713161229573e+02,1.237497844767653810e+01,1.237497844767654342e+01
-2.884259797983179396e+02,-1.105500497212651680e+02,1.240923134379063342e+01,1.240923134379064230e+01
-2.890310264365222110e+02,-1.123290792608404161e+02,1.244265932284388043e+01,1.244265932284388043e+01
-2.896348452474849751e+02,-1.141085308467728794e+02,1.247572280003440426e+01,1.247572280003440426e+01
-2.902315817501693687e+02,-1.158903380888526868e+02,1.251054740682938871e+01,1.251054740682938871e+01
-2.908150572190116350e+02,-1.176764289520841373e+02,1.254929138340858508e+01,1.254929138340858508e+01
-2.913839000459392423e+02,-1.194670988468828483e+02,1.259184893793216453e+01,1.259184893793216453e+01
-2.919465458148650896e+02,-1.212597131929867373e+02,1.263474993265078616e+01,1.263474993265079505e+01
-2.925145529356556153e+02,-1.230507314347299541e+02,1.267515689447897920e+01,1.267515689447900051e+01
-2.930996258407992627e+02,-1.248363822989051499e+02,1.271024246045563544e+01,1.271024246045563544e+01
-2.937064902624421165e+02,-1.266148174670172750e+02,1.274006803376476782e+01,1.274006803376478203e+01
-2.943260394673757219e+02,-1.283888874621310379e+02,1.276857258693120478e+01,1.276857258693121011e+01
-2.949437930387339861e+02,-1.301635780284918837e+02,1.279823884843242432e+01,1.279823884843243853e+01
-2.955557590658220306e+02,-1.319402713164058696e+02,1.282635964605653456e+01,1.282635964605654344e+01
-2.961875328317214553e+02,-1.337096257665393182e+02,1.283882134620586690e+01,1.283882134620587578e+01
-2.968660389305598528e+02,-1.354593064206091526e+02,1.282110072856810667e+01,1.282110072856807825e+01
-2.976007800158914733e+02,-1.371808697407501541e+02,1.276579855532329155e+01,1.276579855532329688e+01
-2.983965655563687278e+02,-1.388660133580837339e+02,1.266724485226841246e+01,1.266724485226839825e+01
-2.992573196041136612e+02,-1.405049894315707206e+02,1.251944623784653920e+01,1.251944623784653920e+01
-3.001855841771331939e+02,-1.420862092752888088e+02,1.231538908706207280e+01,1.231538908706204438e+01
-3.011801633865067629e+02,-1.435976446784015366e+02,1.204865954560599661e+01,1.204865954560596819e+01
-3.022261705298594165e+02,-1.450423501263022956e+02,1.172950802902428258e+01,1.172950802902428258e+01
-3.032987847678521121e+02,-1.464432241554341658e+02,1.138694892055485752e+01,1.138694892055485397e+01
-3.043724953035158478e+02,-1.478267747938033665e+02,1.104910483338277061e+01,1.104910483338277771e+01
-3.054349780372311898e+02,-1.492104668841873831e+02,1.073783228848470550e+01,1.073783228848471438e+01
-3.064946568044481410e+02,-1.506040578142432196e+02,1.047169560247367315e+01,1.047169560247371400e+01
-3.075871908299413349e+02,-1.519776641473181940e+02,1.023271771697915078e+01,1.023271771697915078e+01
