s,x,y,psi,kappa,vx,ax
1.419114081785437520e+02,2.327429274173826457e+02,2.835358695936586741e+02,-2.395237321037035905e+00,-8.984878495250502028e-03,3.429476484728935759e+01,-7.325437626996165186e-01
1.439101604064105686e+02,2.340875688026936530e+02,2.820554685176393832e+02,-2.413157211900305299e+00,-8.861933402580060223e-03,3.425204444957208949e+01,-5.889549021409643537e-01
1.459089126342773852e+02,2.354071562583352204e+02,2.805499621378984898e+02,-2.430542827638865866e+00,-8.505161105380569520e-03,3.421765917081306441e+01,-2.290169450271347384e-01
1.479076648621442018e+02,2.366962354898477088e+02,2.790278585641636369e+02,-2.447124497458226688e+00,-8.123016526635435178e-03,3.420427901406113591e+01,1.415347972183410574e-01
1.499064170900110184e+02,2.379625416083536038e+02,2.774825188067276258e+02,-2.462969670750634776e+00,-7.731181798322561867e-03,3.421254870444855811e+01,5.086995255720561104e-01
1.519051693178778351e+02,2.392070831898545293e+02,2.759149099781612904e+02,-2.478051141622339859e+00,-7.335507263488410569e-03,3.424225485382597611e+01,8.683945617015764729e-01
1.539039215457446517e+02,2.404264703175587954e+02,2.743318513438789523e+02,-2.492298592569058169e+00,-6.928432286048126151e-03,3.429290638899108501e+01,1.229439025077589731e+00
1.559026737736114399e+02,2.416227878315824285e+02,2.727335090792503252e+02,-2.505680889579493531e+00,-6.463694939328335463e-03,3.436448917974637851e+01,1.637558654649264867e+00
1.579014260014782565e+02,2.428005958069958012e+02,2.711167532358561516e+02,-2.518167778276786173e+00,-6.058728864795237361e-03,3.445960337269411156e+01,-1.059196748823301393e+00
1.599001782293450731e+02,2.439588054623593791e+02,2.694856753717832021e+02,-2.529986998109159391e+00,-5.755715971828297313e-03,3.439811217029899382e+01,-3.479125097366123853e+00
1.618989304572118897e+02,2.450944938656920442e+02,2.678461164316143481e+02,-2.541762962121694613e+00,-6.150204651216930468e-03,3.419535498867786316e+01,-3.189190266557765607e+00
1.638976826850787063e+02,2.462133652894164015e+02,2.661877134242521947e+02,-2.554512152579477835e+00,-6.535860540680838750e-03,3.400843278513358570e+01,-3.034040312504050707e+00
1.658964349129455229e+02,2.473107992909073118e+02,2.645143576399813128e+02,-2.567831782476171387e+00,-6.780660362537914605e-03,3.382964544349879077e+01,-2.882975223923407437e+00
1.678951871408123395e+02,2.483829081102640828e+02,2.628302948502056893e+02,-2.581608652868315090e+00,-7.022047491027794824e-03,3.365888002488251374e+01,-2.727796709727073665e+00
1.698939393686791561e+02,2.494338696702678533e+02,2.611271225467828003e+02,-2.595920860630501537e+00,-7.268407484904059780e-03,3.349650466881530519e+01,-2.582217439078006382e+00
1.718926915965459727e+02,2.504589123286584140e+02,2.594106062486018800e+02,-2.610679144238607030e+00,-7.504573164863282374e-03,3.334206651228411999e+01,-2.410134264465855214e+00
1.738914438244127609e+02,2.514580926235168761e+02,2.576788766654010487e+02,-2.625944956382193496e+00,-7.769379771461502188e-03,3.319727212962624918e+01,-2.196250458829446028e+00
1.758901960522795775e+02,2.524305476232371745e+02,2.559312519601357678e+02,-2.641791450931819440e+00,-8.078911974457664985e-03,3.306477515201611084e+01,-1.959386170003517114e+00
1.778889482801463942e+02,2.533743398966680900e+02,2.541687078948249052e+02,-2.658263440833742663e+00,-8.411384774861868294e-03,3.294611814627468505e+01,-1.592423880058124741e+00
1.798877005080132108e+02,2.542889857020418560e+02,2.523892002608279199e+02,-2.675530497722173884e+00,-8.883851890760737641e-03,3.284936802059274186e+01,-1.113449184366236633e+00
1.818864527358800274e+02,2.551699402136461572e+02,2.505976308799414767e+02,-2.693845753935479870e+00,-9.471846037890046047e-03,3.278154909818332641e+01,-6.720368907994263008e-01
1.838852049637468440e+02,2.560187806359389810e+02,2.487856175456753078e+02,-2.713333304315121985e+00,-1.000369713327640270e-02,3.274054811409265398e+01,-6.678924727146879903e-01
1.858839571916136606e+02,2.568301164584826779e+02,2.469597334192867777e+02,-2.733539847998282202e+00,-9.975170315675154636e-03,3.269974904606437605e+01,-6.163561710346636691e-01
1.878827094194804772e+02,2.576043769209205720e+02,2.451195489261385489e+02,-2.752933753033771413e+00,-9.440066193289919222e-03,3.266205292285771122e+01,-1.272581610986660561e-01
1.898814616473472938e+02,2.583451179142958267e+02,2.432617525228358772e+02,-2.771261337857600537e+00,-8.885270833017978181e-03,3.265426443926639166e+01,3.589695491084128331e-01
1.918802138752141104e+02,2.590522016060954229e+02,2.413925250771160620e+02,-2.788457155319782999e+00,-8.321163986232600271e-03,3.267622940979529744e+01,8.359374335383971122e-01
1.938789661030808986e+02,2.597278010572165954e+02,2.395126914935863454e+02,-2.804495160491759620e+00,-7.731405668309278799e-03,3.272732240891172495e+01,1.320812539992005652e+00
1.958777183309477152e+02,2.603748950499623334e+02,2.376208674129034648e+02,-2.819338605643383566e+00,-7.113681218775958458e-03,3.280788908282065108e+01,1.818247533250249237e+00
1.978764705588145318e+02,2.609947420154737188e+02,2.357209052944837424e+02,-2.832927518003852008e+00,-6.483292991446405751e-03,3.291847564342032229e+01,2.317592350346726171e+00
1.998752227866813485e+02,2.615898441919750326e+02,2.338133326939780545e+02,-2.845243162125542291e+00,-5.841281351722685949e-03,3.305889629787331785e+01,2.821078172571596987e+00
2.018739750145481651e+02,2.621628541432162933e+02,2.318982276170598595e+02,-2.856269497984522232e+00,-5.189410169710233049e-03,3.322902190854208726e+01,3.330334408813562241e+00
2.038727272424149817e+02,2.627158668075862806e+02,2.299776430233696090e+02,-2.865984806290260423e+00,-4.531743016602880932e-03,3.342874397336348125e+01,3.844939310268488342e+00
2.058714794702817983e+02,2.632514640425484913e+02,2.280521253747342598e+02,-2.874381344905950098e+00,-3.870041381608328550e-03,3.365785325390656624e+01,4.366544590892036837e+00
2.078702316981486149e+02,2.637721890453522064e+02,2.261223865832969580e+02,-2.881453160363163679e+00,-3.205868513289457118e-03,3.391616675156199534e+01,4.889441845393955433e+00
2.098689839260154315e+02,2.642805218912348550e+02,2.241894146198969793e+02,-2.887195970195906902e+00,-2.540577598048567292e-03,3.420309829069250185e+01,4.848532713004073180e+00
2.118677361538822197e+02,2.647790559343184214e+02,2.222537965200823749e+02,-2.891608834712183107e+00,-1.876114483391243823e-03,3.448527169396778902e+01,4.808201603223915654e+00
2.138664883817490363e+02,2.652702469962855503e+02,2.203164139600370675e+02,-2.894781297595508285e+00,-1.298495130479175846e-03,3.476283606295276485e+01,4.768432161742385489e+00
2.158652406096158529e+02,2.657563903658727327e+02,2.183776984033434019e+02,-2.896895885611737054e+00,-9.080460535410843533e-04,3.503593298248468102e+01,4.729208826780798347e+00
2.178639928374826695e+02,2.662390111315323793e+02,2.164380018360665190e+02,-2.898496593947679667e+00,-6.958574643622367347e-04,3.530469704317414426e+01,4.690516774863680460e+00
2.198627450653494861e+02,2.667188092757004370e+02,2.144977814049120184e+02,-2.899808520315665383e+00,-6.169568566686399903e-04,3.556925631802722876e+01,4.652341871311303834e+00
